site,p_mm_wy,p_mm_jja,p_mm_son,p_mm_djf,p_mm_mam,pet_mm_wy,pet_mm_jja,pet_mm_son,pet_mm_djf,pet_mm_mam,T_max_c_wy,T_max_c_jja,T_max_c_son,T_max_c_djf,T_max_c_mam,T_min_c_wy,T_min_c_jja,T_min_c_son,T_min_c_djf,T_min_c_mam,pcumdist10days,pcumdist50days,pcumdist90days,drainagearea,wyearsdata,jjaflow,sonflow,djfflow,mamflow,jjanoflow,sonnoflow,djfnoflow,mamnoflow,jjacount,soncount,djfcount,mamcount,totaldataperwyear,totalflowperwyear,totalnoflowperwyear,annualfractionnoflow,jjafractionnoflow,sonfractionnoflow,djffractionnoflow,mamfractionnoflow,peakflow,peakflowmmd,peakdatewy,lowflow,lowflowmmd,lowdatewy,zeroflowfirst,zeroflowcentroiddate,zeroflowfirstjja,zeroflowcentroiddatejja,zeroflowfirstson,zeroflowcentroiddateson,zeroflowfirstdjf,zeroflowcentroiddatedjf,zeroflowfirstmam,zeroflowcentroiddatemam,area_norm_yield_mm,cumdist10days,cumdist50days,cumdist90days,totalflowperiods,meanlengthflow,maxlengthflow,minlengthflow,medianlengthflow,totalnoflowperiods,meanlengthnoflow,maxlengthnoflow,minlengthnoflow,medianlengthnoflow,cvlengthflow,cvlengthnoflow,station_nm,dec_lat_va,dec_long_va,DRAIN_SQKM,STATE,CLASS,SNOW_PCT_PRECIP,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_SITE,GEOL_HUNT_DOM_DESC,FRESHW_WITHDRAWAL,PCT_IRRIG_AG,POWER_NUM_PTS,POWER_SUM_MW,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,IMPNLCD06,ELEV_MEAN_M_BASIN,SLOPE_PCT,AWCAVE,PERMAVE,CLAYAVE,SILTAVE,SANDAVE,ECO3_SITE,ECO3
2263869,NA,NA,NA,NA,NA,4.172854133,1.561995079,1.15609753,NA,1.274194262,NA,0.016086112,NA,NA,0.037436486,NA,0.027606815,NA,NA,0.041214681,NA,NA,NA,NA,NA,-0.103448276,NA,NA,0,0.103448276,NA,0,0,NA,NA,NA,NA,NA,-3.3125,3.652173913,0.009469952,0.001124438,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH LAKE OUTLET AT S-15, NEAR VINELAND, FL",28.41278456,-81.5378509,8.5,FL,Non-ref,0,sedimentary,sedimentary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",146.3,1.47,0,0,29.32,7.94,5.17,17.75,0,5.1,29.64358,0.0917647,0.08,12.58,3.9,4.54,91.56,75,Southern Coastal Plain
2264000,NA,NA,NA,NA,NA,4.17578877,1.58538668,1.13102683,NA,1.25780667,NA,NA,NA,NA,0.03680571,NA,0.0245572,NA,NA,0.04252089,NA,0.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYPRESS CREEK AT VINELAND, FL",28.39056323,-81.5195173,74.5,FL,Non-ref,0,sedimentary,quarternary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",146.3,0.55,0,0,44.57,2.57,1.84,27.8,0,10.1,34.21164,0.5871929,0.08,13.13,4.74,4.31,90.96,75,Southern Coastal Plain
2264100,NA,NA,NA,NA,NA,4.14572876,1.57382047,1.13112415,NA,1.28201152,NA,NA,NA,NA,0.03663333,NA,0.0248235,NA,NA,0.04204034,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BONNET CREEK NEAR VINELAND, FL",28.32528785,-81.5206284,113,FL,Non-ref,0,sedimentary,quarternary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",140.3,0,0,0,46.39,3.14,1.58,19.97,0,12.1,31.59666,0.3645141,0.09,12.48,4.93,4.42,90.65,75,Southern Coastal Plain
2266200,NA,NA,NA,NA,NA,4.467638274,1.550944026,1.187510703,NA,1.410345067,NA,NA,NA,NA,0.039103101,NA,0.030171738,NA,NA,0.040293104,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1.3125,-1.303030303,-0.003569946,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.888888889,NA,1.111111111,NA,NA,NA,NA,NA,NA,NA,NA,"WHITTENHORSE CREEK NEAR VINELAND, FL",28.38500749,-81.6164632,26.1,FL,Ref,0,sedimentary,sedimentary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",108.4,1.92,0,0,12.45,2.47,21.7,1.41,0,3.52,34.45784,0.6689708,0.13,13.04,5.79,4.69,89.51,75,Southern Coastal Plain
2266205,NA,NA,NA,NA,NA,4.48773332,1.55266049,1.18261617,NA,1.41095881,NA,NA,NA,NA,0.03903252,NA,0.03014118,NA,NA,0.04025751,NA,0.65,NA,NA,NA,-3.40740741,-3.03846154,-3.33333333,-3.68,3.40740741,3.43478261,3.33333333,3.68,NA,NA,NA,NA,NA,-14.36842105,14.6,0.04,0.03703704,0.03774486,0.03703704,0.04,-1.12,-0.08107308,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.75870797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WHITTENHORSE CREEK AT S-411, NEAR VINELAND, FL",28.39306276,-81.6109075,27,FL,Non-ref,0,sedimentary,sedimentary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",109.7,1.63,0,0,12.91,2.76,21.35,1.36,0,3.62,34.35456,0.6606083,0.13,13.03,5.82,4.69,89.49,75,Southern Coastal Plain
2266300,NA,NA,NA,NA,NA,4.46574126,1.54856243,1.17373918,NA,1.34875902,NA,0.01504719,NA,NA,0.03831119,NA,0.03000695,NA,NA,0.03992473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,-0.00177972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REEDY CREEK NEAR VINELAND, FL",28.33278738,-81.579796,257.8,FL,Non-ref,0,sedimentary,quarternary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",110.5,2.13,2,75,21.28,3.02,22.62,6.25,0,6.13,33.04354,0.6157305,0.12,12.67,5.64,4.56,89.8,75,Southern Coastal Plain
2266500,NA,NA,NA,NA,NA,4.28398083,1.55838702,1.17607696,NA,1.3202,NA,0.01504683,NA,NA,0.0377805,NA,0.02886243,NA,NA,0.04088685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REEDY CREEK NEAR LOUGHMAN, FL",28.2636234,-81.536462,488.4,FL,Non-ref,0,sedimentary,quarternary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",104,0,4,1797.2,27.78,2.87,15.42,8.09,0,7.49,31.73736,0.5445405,0.12,12.52,5.68,4.55,89.77,75,Southern Coastal Plain
2267000,8.15,5.80642857,NA,NA,NA,4.4966857,1.67028341,1.08206788,NA,1.44413582,NA,0.01761073,NA,NA,0.03948529,NA,0.02382264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CATFISH CREEK NEAR LAKE WALES, FL",27.96141068,-81.49646319,168.6,FL,Non-ref,0,quarternary,quarternary,"Sand sheets, mostly with dunes or sand mounds at surface",96.2,6.58,0,0,20.9,0.61,40.12,12.44,0,3.08,33.85415,0.8472848,0.07,13.31,4.28,4.29,91.44,75,Southern Coastal Plain
2270500,8.5975,5.97548387,NA,NA,NA,4.10799967,1.49676212,1.01124806,NA,1.27537342,0.01790737,0.01712095,NA,NA,0.03892804,NA,0.02434557,NA,NA,NA,NA,0.46666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARBUCKLE CREEK NEAR DE SOTO CITY, FL",27.4425375,-81.2972928,982.2,FL,Non-ref,0,quarternary,quarternary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",90,10.08,3,106.4,13.39,3.96,28.86,7.82,0,2.04,27.23873,0.3398737,0.1,12.14,4.82,4.53,90.65,75,Southern Coastal Plain
2277600,NA,NA,NA,NA,NA,3.18011204,1.39064937,NA,NA,0.92934789,0.01555629,0.0187545,NA,NA,0.02685945,NA,0.01993566,NA,NA,0.03828626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOXAHATCHEE RIVER NEAR JUPITER,FL",26.93922405,-80.1750444,6.9,FL,Non-ref,0,quarternary,quarternary,"Sandy coastal ground with organic layer over a shallow water table, ground water podsols",285.8,0,0,0,50.21,0,0,0.69,0,4.64,4.273295,0,0.06,9.54,9.03,4.77,86.2,75,Southern Coastal Plain
2291580,NA,NA,NA,NA,NA,1.82634523,0.79768808,NA,NA,0.74449519,0.02069749,0.01955036,NA,NA,0.0390518,NA,0.02832346,NA,NA,0.03398993,NA,0.72727273,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NORTH BRANCH ESTERO RIVER AT ESTERO, FL",26.44294444,-81.7959722,75.1,FL,Non-ref,0,quarternary,quarternary,"Sandy coastal ground with organic layer over a shallow water table, ground water podsols",70.5,2.41,0,0,23.17,0,15.44,8.47,0,5.54,6.420457,0,0.11,10.89,7.66,5.02,87.32,76,Southern Florida Coastal Plain
2292900,5.927142857,5.35,NA,NA,NA,3.667269096,1.229667809,0.659614871,NA,1.206335736,0.019464224,0.018076697,NA,NA,0.038301008,NA,0.033787235,NA,NA,0.040339333,1.666666667,0.714285714,0.285714286,NA,NA,-0.048809524,-0.113247863,-0.346989967,-0.3,0,0.090909091,0.298148148,0.245689655,NA,NA,NA,NA,NA,-1.3125,1.083333333,0.003016319,0,0.00101461,0.003343282,0.002729885,NA,NA,NA,0,NA,-2.944444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.447222222,-6.640651709,-6.511904762,-1.636111111,-6.274801587,0.444444444,NA,NA,NA,NA,NA,NA,"CALOOSAHATCHEE RIVER AT S-79, NR.OLGA, FLA",26.72173487,-81.69313699,2399.5,FL,Non-ref,0,quarternary,quarternary,"Sandy coastal ground with organic layer over a shallow water table, ground water podsols",127,18.98,0,0,9.91,0.76,45.29,0.57,0,1.3,7.683897,0.003129571,0.09,10.43,7.35,5.12,87.53,75,Southern Coastal Plain
2294491,NA,NA,NA,NA,NA,3.23101681,1.271545424,0.940413544,NA,0.98300635,NA,0.016680746,NA,NA,0.040007814,NA,0.026371936,NA,NA,0.042456388,NA,NA,NA,NA,NA,-0.3875,NA,NA,NA,0.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004211957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SADDLE CREEK AT STRUCTURE P-11 NEAR BARTOW FL,27.93835785,-81.8511927,381.4,FL,Non-ref,0,sedimentary,sedimentary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",96.2,12.76,5,2090.6,39.51,0,15.27,13.26,0,10.37,40.31398,0.4562531,0.08,12,8.9,5.41,85.68,75,Southern Coastal Plain
2294650,NA,4.37,NA,NA,NA,3.71584561,1.39602967,1.01864155,NA,1.21490968,NA,0.01602668,NA,NA,0.03978933,NA,0.02484193,NA,NA,0.04037336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PEACE RIVER AT BARTOW FL,27.90224784,-81.8173036,1031,FL,Non-ref,0,sedimentary,sedimentary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",96.2,14.75,7,2108.3,32.47,0.05,26.18,12.85,0,8.04,40.51677,0.5186629,0.09,12.17,7.1,4.97,87.93,75,Southern Coastal Plain
2297155,NA,NA,NA,NA,NA,2.68222439,1.11491678,0.75584886,NA,0.97317829,0.0196467,0.01724883,NA,NA,0.03955016,NA,0.02424967,NA,NA,0.03481243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORSE CREEK NEAR MYAKKA HEAD FL,27.4872613,-82.0234197,93.6,FL,Ref,0,sedimentary,sedimentary,"Phosphatic clay; poorly sorted clay and phosphate pebbles or nodules in sandy matrix. Thickness 10 to 50 feet, commonly overlain by loose sand. Major source of phosphate fertilizer",86.8,5.85,0,0,2.61,0,26.93,7.17,0,0.6,34.83224,0.0603568,0.08,11.26,3.49,5.06,91.45,75,Southern Coastal Plain
2297310,NA,NA,NA,NA,NA,3.29949104,1.16741931,0.8897194,NA,1.04244714,0.01897792,0.01805983,NA,NA,0.03740956,NA,0.02914525,NA,NA,0.03477659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORSE CREEK NEAR ARCADIA FL,27.19949477,-81.9884193,528.4,FL,Ref,0,sedimentary,sedimentary,"Phosphatic clay; poorly sorted clay and phosphate pebbles or nodules in sandy matrix. Thickness 10 to 50 feet, commonly overlain by loose sand. Major source of phosphate fertilizer",91.5,16.21,0,0,3.63,0,46.39,1.75,0,0.31,23.35311,0.07474159,0.08,10.82,4.94,4.97,90.09,75,Southern Coastal Plain
2298202,NA,5.53,NA,NA,NA,4.1769852,1.30193819,1.05084041,NA,1.42833829,0.01952813,0.0181129,NA,NA,0.03750985,NA,0.03024663,NA,NA,0.03334419,NA,0.7,0.28571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SHELL CREEK NEAR PUNTA GORDA FL,26.98478094,-81.9356414,886.2,FL,Non-ref,0,quarternary,quarternary,"Sandy coastal ground with organic layer over a shallow water table, ground water podsols",80.7,14.21,0,0,2.57,0.02,56.78,0.4,0,0.27,15.6698,0.01260281,0.1,10.54,6.52,5.15,88.33,75,Southern Coastal Plain
2298608,NA,NA,NA,NA,NA,3.23287842,1.12984675,0.87696356,NA,0.95416424,0.01922404,0.01873337,NA,NA,0.03657819,NA,0.02983998,NA,NA,0.03456045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MYAKKA RIVER AT MYAKKA CITY FL,27.3436562,-82.1567556,312.3,FL,Ref,0,sedimentary,sedimentary,"Phosphatic clay; poorly sorted clay and phosphate pebbles or nodules in sandy matrix. Thickness 10 to 50 feet, commonly overlain by loose sand. Major source of phosphate fertilizer",108.7,18.33,0,0,4.16,0,51.9,0.61,0,0.45,21.72801,0.1074103,0.09,11.56,4.26,4.9,90.84,75,Southern Coastal Plain
2298760,NA,NA,NA,NA,NA,3.78175547,1.33615175,NA,NA,1.07281271,0.01903771,0.01783599,NA,NA,0.0355111,NA,0.03157169,NA,NA,0.03485892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOWARD CREEK NEAR SARASOTA FL,27.28838098,-82.3400929,55,FL,Non-ref,0,quarternary,quarternary,"Phosphatic clay; poorly sorted clay and phosphate pebbles or nodules in sandy matrix. Thickness 10 to 50 feet, commonly overlain by loose sand. Major source of phosphate fertilizer",34.1,7.3,0,0,14.21,0.01,49.87,0.53,0,0.96,13.50488,0.03363025,0.1,10.37,7.64,5.48,86.87,75,Southern Coastal Plain
2298830,NA,NA,NA,NA,NA,3.49385339,1.22578051,0.93539143,NA,1.01682769,0.01894741,0.01840058,NA,NA,0.03554003,NA,0.03057365,NA,NA,0.03323583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26964286,-0.00110804,-1.27272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MYAKKA RIVER NEAR SARASOTA FL,27.240605,-82.3137035,588.6,FL,Non-ref,0,sedimentary,quarternary,"Phosphatic clay; poorly sorted clay and phosphate pebbles or nodules in sandy matrix. Thickness 10 to 50 feet, commonly overlain by loose sand. Major source of phosphate fertilizer",92.5,11.78,0,0,6.56,0,45.55,1.06,0,0.61,17.12712,0.100282,0.09,11.18,5.44,5.09,89.47,75,Southern Coastal Plain
2300100,NA,NA,NA,NA,NA,2.79081136,1.05738836,0.83957403,NA,1.00553627,NA,0.01715188,NA,NA,0.03959585,NA,0.02577189,NA,NA,0.03546191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.42857143,-0.28256492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LITTLE MANATEE RIVER NEAR FT. LONESOME FL,27.70475366,-82.1978672,95.8,FL,Non-ref,0,sedimentary,sedimentary,"Phosphatic clay; poorly sorted clay and phosphate pebbles or nodules in sandy matrix. Thickness 10 to 50 feet, commonly overlain by loose sand. Major source of phosphate fertilizer",120,3.33,0,0,2.3,0,21.31,12.8,0,0.48,33.98505,0.191838,0.07,11.15,4.92,5.09,90,75,Southern Coastal Plain
2300700,NA,NA,NA,NA,NA,3.16753761,1.19427749,0.9158999,NA,1.21014848,NA,0.01822834,NA,NA,0.03825905,NA,0.03070917,NA,NA,0.04071652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BULLFROG CREEK NEAR WIMAUMA FL,27.79197208,-82.3520369,73.8,FL,Ref,0,quarternary,quarternary,"Phosphatic clay; poorly sorted clay and phosphate pebbles or nodules in sandy matrix. Thickness 10 to 50 feet, commonly overlain by loose sand. Major source of phosphate fertilizer",122.6,15.29,0,0,16.11,0.03,48.72,0.61,0,4.25,22.95524,0.2806067,0.09,11.27,3.63,4.44,91.92,75,Southern Coastal Plain
2301300,NA,NA,NA,NA,NA,3.46074912,1.23194234,0.92717215,NA,1.14985589,0.03497571,NA,0.05530223,0.06133464,NA,NA,0.02543682,0.0329901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOUTH PRONG ALAFIA RIVER NEAR LITHIA FL,27.79669525,-82.1175877,281.4,FL,Non-ref,0,sedimentary,sedimentary,"Phosphatic clay; poorly sorted clay and phosphate pebbles or nodules in sandy matrix. Thickness 10 to 50 feet, commonly overlain by loose sand. Major source of phosphate fertilizer",106.7,4.53,0,0,3.61,0,6.06,9.78,0,0.6,37.16129,0.3291261,0.08,11.81,11.85,6.42,81.73,75,Southern Coastal Plain
2301750,6.8028,7.164,NA,NA,NA,4.53198249,1.53212833,1.31305031,NA,1.57863922,NA,0.01803266,NA,NA,0.038995,NA,0.02982679,NA,NA,0.04439666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.80357143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96757784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DELANEY CREEK NEAR TAMPA FL,27.9258564,-82.3642595,35.8,FL,Non-ref,0,sedimentary,quarternary,"Phosphatic clay; poorly sorted clay and phosphate pebbles or nodules in sandy matrix. Thickness 10 to 50 feet, commonly overlain by loose sand. Major source of phosphate fertilizer",122.6,0.87,0,0,74.47,0,2.37,0.83,0,27.32,13.34262,0.5534767,0.07,12.33,3.89,4.23,91.89,75,Southern Coastal Plain
2301900,NA,5.5335,NA,NA,NA,3.30373646,1.23231911,1.03327819,NA,1.16072649,NA,0.01780496,NA,NA,0.03906876,NA,0.02885674,NA,NA,0.04097657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOX BRANCH NEAR SOCRUM, FL",28.18194444,-82.0125,22.4,FL,Non-ref,0,sedimentary,sedimentary,"Phosphatic clay; poorly sorted clay and phosphate pebbles or nodules in sandy matrix. Thickness 10 to 50 feet, commonly overlain by loose sand. Major source of phosphate fertilizer",96.2,3.65,0,0,65.24,0.06,6.2,0.29,0,8.93,46.0386,0.3479624,0.06,12.22,4.93,4.48,90.59,75,Southern Coastal Plain
2302500,NA,3.86642857,NA,NA,NA,3.59558843,1.22989124,1.07399328,NA,1.22583198,NA,0.01811166,NA,NA,0.03849411,NA,0.02905502,NA,NA,0.04028171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.42857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BLACKWATER CREEK NEAR KNIGHTS FL,28.1397222,-82.15,242.9,FL,Non-ref,0,sedimentary,sedimentary,"Phosphatic clay; poorly sorted clay and phosphate pebbles or nodules in sandy matrix. Thickness 10 to 50 feet, commonly overlain by loose sand. Major source of phosphate fertilizer",108.7,14.37,1,50,38.43,2.82,23.82,0.76,0,8.73,37.59319,0.3568781,0.09,10.45,7.73,5.47,86.8,75,Southern Coastal Plain
2303350,NA,5.69909091,NA,NA,NA,4.43923764,1.17856086,1.39881547,NA,1.67497531,NA,0.01840722,NA,NA,0.03808378,NA,0.03222307,NA,NA,0.04605794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0625,NA,NA,NA,NA,-0.05555556,0.77873563,NA,NA,0.61111111,NA,NA,TROUT CREEK NEAR SULPHUR SPRINGS FL,28.1347222,-82.3619444,42,FL,Non-ref,0,sedimentary,sedimentary,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",97.1,0.91,0,0,36.12,0.11,12.81,0.43,0,12.14,18.45036,0.06631679,0.09,9.45,8.68,5.81,85.51,75,Southern Coastal Plain
