site,p_mm_wy,p_mm_jja,p_mm_son,p_mm_djf,p_mm_mam,pet_mm_wy,pet_mm_jja,pet_mm_son,pet_mm_djf,pet_mm_mam,T_max_c_wy,T_max_c_jja,T_max_c_son,T_max_c_djf,T_max_c_mam,T_min_c_wy,T_min_c_jja,T_min_c_son,T_min_c_djf,T_min_c_mam,pcumdist10days,pcumdist50days,pcumdist90days,drainagearea,wyearsdata,jjaflow,sonflow,djfflow,mamflow,jjanoflow,sonnoflow,djfnoflow,mamnoflow,jjacount,soncount,djfcount,mamcount,totaldataperwyear,totalflowperwyear,totalnoflowperwyear,annualfractionnoflow,jjafractionnoflow,sonfractionnoflow,djffractionnoflow,mamfractionnoflow,peakflow,peakflowmmd,peakdatewy,lowflow,lowflowmmd,lowdatewy,zeroflowfirst,zeroflowcentroiddate,zeroflowfirstjja,zeroflowcentroiddatejja,zeroflowfirstson,zeroflowcentroiddateson,zeroflowfirstdjf,zeroflowcentroiddatedjf,zeroflowfirstmam,zeroflowcentroiddatemam,area_norm_yield_mm,cumdist10days,cumdist50days,cumdist90days,totalflowperiods,meanlengthflow,maxlengthflow,minlengthflow,medianlengthflow,totalnoflowperiods,meanlengthnoflow,maxlengthnoflow,minlengthnoflow,medianlengthnoflow,cvlengthflow,cvlengthnoflow,agency_cd,station_nm,dec_lat_va,dec_long_va,DRAIN_SQKM,STATE,CLASS,SNOW_PCT_PRECIP,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_SITE,GEOL_HUNT_DOM_DESC,FRESHW_WITHDRAWAL,PCT_IRRIG_AG,POWER_NUM_PTS,POWER_SUM_MW,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,IMPNLCD06,ELEV_MEAN_M_BASIN,SLOPE_PCT,AWCAVE,PERMAVE,CLAYAVE,SILTAVE,SANDAVE,ECO3_SITE,ECO3,TOPWET
6324970,366.23,123.6891429,74.09342857,32.58514286,134.0094286,1165.165278,541.249078,230.6617708,93.2540929,296.6248015,15.2615627,28.80478112,15.51802497,2.268672183,13.98259124,0.232550591,11.52578605,0.024501656,-10.62672633,-0.434656162,54.62857143,227.8857143,321.4,3216.0763,39,88.51428571,86.34285714,90.25714286,92,3.485714286,4.657142857,0,0,92,91,90.25714286,92,365.2571429,357.1142857,8.142857143,0.022284602,0.037888199,0.051177394,0,0,731.4714286,0.556454502,210.9428571,0.522285714,0.00039732,265.4571429,192.1333333,227.5293685,68.55555556,78.94444444,11.91666667,20.09703453,NA,NA,NA,NA,6.096546951,128,204.3714286,261,1.714285714,288.6090476,347.8285714,253.6571429,275.9857143,0.914285714,10.96444444,#NAME?,Inf,9.633333333,1.525682376,0.780951952,USGS,"LITTLE POWDER RIVER AB DRY CREEK, NEAR WESTON, WY",44.9269288,-105.3533268,3204,WY,Non-ref,16.9,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",10.7,0.19,1,0,0.5,3.08,1.03,0.04,0,0.23,1247.813,5.874421,0.16,2.17,23.56,41.94,34.5,43,Northwestern Great Plains,12.76342
6326500,354.2202857,113.466,74.06685714,34.36742857,130.1714286,1173.06538,539.4288804,232.5619624,97.03316285,300.6508177,14.75321242,28.09617275,14.87782485,1.962118969,13.60848665,-0.031651427,11.10570215,-0.166561201,-10.74219605,-0.754398659,50.37142857,225.5714286,321.7714286,33954.694,39,91.94285714,90.48571429,90.25714286,92,0.057142857,0.514285714,0,0,92,91,90.25714286,92,365.2571429,364.6857143,0.571428571,0.00156513,0.000621118,0.005651491,0,0,4850.971429,0.349532475,214.6,27.80314286,0.002003331,262.7428571,335.5,342.1515152,91,91.5,2,7.333333333,NA,NA,NA,NA,13.11240005,79.17142857,211.2571429,279.7428571,1.142857143,350.2952381,363.4857143,344.5142857,345.1714286,0.142857143,4.25,#NAME?,Inf,4.25,1.711893975,0.616643709,USGS,Powder River near Locate MT,46.4294361,-105.3103306,33847.4,MT,Non-ref,19.3,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",13.8,0.39,1,0,0.4,6.36,1.22,0.11,0,0.26,1390.394,7.278982,0.15,2,25.98,43.16,30.87,43,Northwestern Great Plains,11.69492
6332515,428.9665714,199.8317143,84.09228571,29.802,111.5905714,1074.872444,516.7671206,206.6640362,57.04151767,291.4752246,12.01841795,26.65144439,12.53095221,-3.679946872,11.99838717,-1.007165714,11.83701422,-0.427967894,-14.54965225,-1.403621207,78.85714286,251.2,326.8571429,192.3926,39,91.91428571,91,71.34285714,91.42857143,0.085714286,0,18.91428571,0.571428571,92,91,90.25714286,92,365.2571429,345.6857143,19.57142857,0.053576508,0.000931677,0,0.209467992,0.00621118,201.1177143,2.557529181,180.0285714,0.043428571,0.000552263,189.5142857,88.23076923,116.0939058,62,63,NA,NA,27.23076923,53.56672584,1,3,20.74689056,135.5714286,189.2,251.1714286,1.571428571,279.852381,310.2571429,254.3428571,276.9857143,0.571428571,45.65384615,#NAME?,Inf,45.57692308,0.74266228,0.590501399,USGS,"BEAR DEN CREEK NR MANDAREE, ND",47.7872369,-102.7685256,191.5,ND,Ref,16.3,sedimentary,sedimentary,"Thin ice-laid deposits, like ts but thin and discontinuous. Extensive exposure of underlying Cretaceous- and Tertiary-age formations",2.4,1.43,0,0,0.77,8.34,19.78,0.14,0,0.21,707.458,5.296016,0.17,1.23,28.9,49.73,21.37,43,Northwestern Great Plains,11.94856
6334500,393.056,151.9291429,75.40485714,29.90085714,134.224,1145.176476,532.7330143,227.4043964,90.83738428,290.8105848,14.61960181,28.34286751,14.91212883,1.106587892,13.62403118,0.027476586,11.71747368,-0.127389284,-11.26572802,-0.674080216,67.77142857,235.4285714,322.6571429,5132.2026,39,91.94285714,91,90.25714286,92,0.057142857,0,0,0,92,91,90.25714286,92,365.2571429,365.2,0.057142857,0.000156128,0.000621118,0,0,0,2991.771429,1.426209269,210,2.460285714,0.001172844,196.4,249,255.5,5,11.5,NA,NA,NA,NA,NA,NA,21.94691459,131.4571429,208.4285714,263.4285714,1.057142857,358.2666667,361.8857143,355.1428571,357.7714286,0.057142857,1,#NAME?,Inf,1,0.98036514,0,USGS,"LITTLE MISSOURI R AT CAMP CROOK,SD",45.5481343,-103.9712386,5078.4,SD,Non-ref,16.6,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",5.6,0.01,0,0,0.29,3.65,1.94,0.1,0,0.24,1116.724,3.113325,0.14,1.07,37.08,40.22,22.7,43,Northwestern Great Plains,12.58212
6335500,388.2508571,154.0751429,74.77428571,29.032,128.5602857,1143.044087,534.5800682,226.6912886,86.45527155,291.9442279,14.23890647,28.08807778,14.53990612,0.499979908,13.32661295,0.039762936,11.8741018,-0.054718382,-11.47361188,-0.652930702,70.11428571,238.5714286,322.8285714,12063.536,39,90.94285714,90.14285714,84.02857143,91.71428571,1.057142857,0.857142857,6.228571429,0.285714286,92,91,90.25714286,92,365.2571429,356.8285714,8.428571429,0.023074653,0.011490683,0.009419152,0.069035409,0.00310559,6095.514286,1.236216015,219.6285714,5.593428571,0.001134389,179.7428571,146.1428571,187.3206349,60,72.57407407,11.75,15,38.6,59.9,1,3,21.98164913,120.9142857,205.1428571,275.6,1.314285714,319.3880952,338.7714286,304.4,315.4,0.342857143,27.42857143,#NAME?,Inf,25.42857143,0.831344194,1.094861183,USGS,"LITTLE MISSOURI RIVER AT MARMARTH, ND",46.29777778,-103.9175,12070.7,ND,Non-ref,16.1,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",2.8,0.17,0,0,0.44,3.08,5.38,0.13,0,0.23,1047.309,3.132842,0.14,1.76,31.48,38.94,29.58,43,Northwestern Great Plains,12.41917
6337000,382.856,157.9634286,75.25142857,27.61314286,119.6337143,1118.580706,528.2207349,219.8153706,77.36884577,289.9718614,13.76415113,27.80813347,14.12463902,-0.476416116,13.08295878,-0.147043348,11.95299378,-0.072752981,-12.20727127,-0.742111353,72.54285714,241.5428571,326.1714286,21605.169,39,91.2,90.17142857,77.11428571,91.77142857,0.8,0.828571429,13.14285714,0.228571429,92,91,90.25714286,92,365.2571429,350.2571429,15,0.041071295,0.008695652,0.009105181,0.14572824,0.002484472,7775,0.880443247,191.9142857,7.626857143,0.000863668,123.0857143,89.77777778,126.8510882,65,78.5,1,40.65517241,30.11111111,55.17521368,1,4.5,20.172351,132.6857143,204.6571429,284.6571429,1.314285714,308.8785714,326.9428571,291.6285714,308.4714286,0.314285714,51.14814815,#NAME?,Inf,52.55555556,0.67463457,0.844354442,USGS,"LITTLE MISSOURI RIVER NR WATFORD CITY, ND",47.59543889,-103.2633694,21580.9,ND,Non-ref,15.8,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",1.9,0.07,0,0,0.94,4.5,11.95,0.26,0,0.25,944.8069,4.163957,0.15,2.13,28.29,43.3,28.41,43,Northwestern Great Plains,12.27467
6339100,414.4425714,190.9931429,80.46228571,28.048,111.5714286,1037.633281,501.2976808,198.8583894,57.45967719,277.167142,12.48110723,26.96031023,12.984335,-2.869219205,12.29379733,-0.78295654,11.90328795,-0.312892868,-13.95808835,-1.272224159,74.6,249.5428571,326.3142857,532.9795,39,85.37142857,84.37142857,86.51428571,91.74285714,6.628571429,6.628571429,3.742857143,0.257142857,92,91,90.25714286,92,365.2571429,348,17.25714286,0.047230866,0.072049689,0.072841444,0.041283796,0.002795031,781.2882857,3.586405934,203.0857143,0.194857143,0.000894467,212,121.6666667,232.4334151,56.25,72.663615,2.142857143,20.28323303,34.66666667,56,37,38.75,24.95753641,128.8285714,187.8,258.8,1.6,297.2190476,333.8,273.5428571,287.8142857,0.8,23.33888889,#NAME?,Inf,20.61111111,1.332443138,0.799641362,USGS,"KNIFE RIVER AT MANNING, ND",47.2361259,-102.7699074,529.1,ND,Ref,16.1,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",0.4,0.02,0,0,0.57,0.68,21.14,0.09,0,0.23,755.5605,3.407665,0.16,2.36,28.33,45.01,26.66,43,Northwestern Great Plains,12.27553
6339500,425.2871429,188.6428571,83.80314286,28.69628571,121.3514286,1057.950109,506.4271422,205.9655377,59.83260285,282.7484044,12.78611724,27.31558072,13.34101151,-2.730890468,12.65862642,-0.777716206,12.01773794,-0.351151649,-14.10166358,-1.19129502,74.08571429,246.3428571,327.3428571,3197.877,39,91.8,90.62857143,90.25714286,92,0.2,0.371428571,0,0,92,91,90.25714286,92,365.2571429,364.6857143,0.571428571,0.00156235,0.002173913,0.004081633,0,0,2238.542857,1.712625061,194.6285714,2.732,0.002090151,245.3142857,221,224.1666667,78,82,18,20.75,NA,NA,NA,NA,21.13102853,120.8285714,193.8571429,268.3428571,1.114285714,347.6047619,362.9142857,334.8285714,345.0714286,0.114285714,5.5,#NAME?,Inf,5.5,1.366323676,1.010152545,USGS,"KNIFE RIVER NR GOLDEN VALLEY, ND",47.154453,-102.059892,3171.5,ND,Ref,16.1,sedimentary,sedimentary,"Thin ice-laid deposits, like ts but thin and discontinuous. Extensive exposure of underlying Cretaceous- and Tertiary-age formations",22.1,0.26,0,0,2.16,1.3,32.46,0.17,0,0.26,690.5337,3.423745,0.16,2.04,27.97,48.03,24,43,Northwestern Great Plains,12.54806
6340000,444.118,201.6977143,85.74742857,31.35685714,122.4757143,1060.196623,507.4065524,206.2923783,58.64850954,284.8877649,12.50899089,27.12592434,13.1238797,-3.228942776,12.4462575,-0.98592193,11.92106567,-0.514659314,-14.53017829,-1.34095462,78.42857143,248.1714286,327.3428571,1427.3451,39,92,91,90.02857143,92,0,0,0.228571429,0,92,91,90.25714286,92,365.2571429,365.0285714,0.228571429,0.000626223,0,0,0.002539683,0,1164.645714,1.99628931,197.4571429,3.849428571,0.006598207,182.1142857,95,98.5,NA,NA,NA,NA,34,37.5,NA,NA,24.05257893,100.6285714,189.2,284.9428571,1.028571429,359.9285714,362.3428571,357.5142857,359.9285714,0.028571429,8,#NAME?,Inf,8,0.669473647,NA,USGS,"SPRING CREEK AT ZAP, ND",47.2861188,-101.925726,1439.8,ND,Non-ref,15.8,sedimentary,sedimentary,"Thin ice-laid deposits, like ts but thin and discontinuous. Extensive exposure of underlying Cretaceous- and Tertiary-age formations",56.7,0.09,0,0,3.54,0.89,36.28,0.3,0,0.31,673.7958,2.819536,0.16,2.51,24.27,44.16,31.57,43,Northwestern Great Plains,12.82889
6342260,463.2885714,207.0514286,91.22142857,35.98514286,126.964,1046.133214,497.6091822,205.4706121,56.57171445,283.5029125,12.06921719,26.84482337,12.79093154,-3.985724247,12.04569168,-0.823914113,12.25479953,-0.200763712,-14.62087751,-1.251876075,81.71428571,244.6,327.0285714,379.5854,39,92,91,90.25714286,92,0,0,0,0,92,91,90.25714286,92,365.2571429,365.2571429,0,0,0,0,0,0,467.6342857,3.014084905,207.2,0.806285714,0.005196825,197.5428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.69679543,109.8,191.7142857,274.3142857,1,365.2571429,365.2571429,365.2571429,365.2571429,0,NA,#NAME?,Inf,NA,NA,NA,USGS,"SQUARE BUTTE CREEK BELOW CENTER, ND",47.05749409,-101.1957001,383,ND,Non-ref,16.9,sedimentary,sedimentary,"Thin ice-laid deposits, like ts but thin and discontinuous. Extensive exposure of underlying Cretaceous- and Tertiary-age formations",322.5,0.91,1,734,4.62,1.07,48.38,1.32,0,0.38,644.1669,2.739933,0.17,1.69,26.63,47.37,26,43,Northwestern Great Plains,12.30483
6344600,409.128,188.872,79.39428571,26.35428571,111.1634286,1041.931897,500.7435698,200.8725895,61.06478713,276.3776602,12.53310953,26.89882435,13.0384822,-2.559891391,12.21181371,-0.808034626,11.75386973,-0.407243743,-13.7711809,-1.30956309,75.94285714,251,326.7142857,395.1848,39,82.11428571,81.74285714,83.91428571,91.22857143,9.885714286,9.257142857,6.342857143,0.771428571,92,91,90.25714286,92,365.2571429,339,26.25714286,0.071864874,0.107453416,0.101726845,0.070273853,0.008385093,638.7951429,3.954758882,200.8,0.155142857,0.000960484,256.1428571,193.8888889,264.5154109,60.57142857,73.5,3.833333333,16.83333333,42,64.51052632,13.8,16,28.17438842,129.3428571,191.0571429,258.2571429,1.657142857,266.8366667,314.8,224.4,262.3428571,1,28.28703704,#NAME?,Inf,27.52777778,1.097338296,0.823670558,USGS,"GREEN RIVER NR NEW HRADEC, ND",47.02779158,-103.0532355,402.5,ND,Ref,16.9,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",0.3,0,0,0,3.92,0.11,53.91,0.13,0,0.39,810.5627,1.646068,0.16,2.08,28.95,45.82,25.23,43,Northwestern Great Plains,12.67892
6345500,417.22,186.2848571,81.80914286,27.28057143,118.9534286,1062.500596,507.7832872,207.0981488,64.12774933,280.5011237,12.79571241,27.15064193,13.31953358,-2.267589854,12.43791713,-0.669164932,11.87352417,-0.286971689,-13.55127417,-1.212642057,76.25714286,246.7428571,324.8,3223.876,39,91,90.42857143,90.25714286,92,1,0.571428571,0,0,92,91,90.25714286,92,365.2571429,363.6857143,1.571428571,0.004301006,0.010869565,0.006279435,0,0,2962.205714,2.247995942,205.2571429,4.639428571,0.003520828,218.7142857,301,328,58,75,1,10.5,NA,NA,NA,NA,26.10594037,106.2285714,196.0571429,274.8,1.028571429,359.2571429,363.4,355.1142857,359.2571429,0.028571429,55,#NAME?,Inf,55,1.322973978,NA,USGS,"HEART RIVER NR RICHARDTON, ND",46.74555556,-102.3083333,3237.9,ND,Non-ref,16.9,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",0.6,0.06,1,0,4.7,0.22,53.45,0.31,0,0.71,787.7832,2.286166,0.16,1.98,28.43,47.96,23.61,43,Northwestern Great Plains,12.47097
6345780,421.8617143,187.804,82.66514286,27.73057143,120.8802857,1065.352894,508.8554904,207.8520845,64.02768037,281.6090845,12.81026816,27.18689478,13.3404383,-2.301289764,12.47055466,-0.681689974,11.89385065,-0.291516456,-13.6065453,-1.224507955,76.2,246.6285714,325.7428571,3977.847,30,92,90.82142857,90.25,92,0,0.178571429,0,0,92,91,90.25,92,365.25,365.0714286,0.178571429,0.0004879,0,0.001962323,0,0,2950.214286,1.814529877,210.4285714,5.554642857,0.003416384,239.8214286,336,338,NA,NA,1,3,NA,NA,NA,NA,23.46870299,109.9285714,199.3214286,276.9285714,1.035714286,358.6428571,364.1785714,353.1071429,358.6428571,0.035714286,5,#NAME?,Inf,5,1.217795012,NA,USGS,"HEART R AB LAKE TSCHIDA NR GLEN ULLIN, ND",46.6569506,-102.0793279,3955.6,ND,Non-ref,16.9,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",0.6,0.04,1,0,4.64,0.25,53.7,0.28,0,0.65,775.9915,2.373174,0.16,1.96,28.24,48.15,23.61,43,Northwestern Great Plains,12.50181
6350000,400.9968571,176.354,79.60371429,25.30114286,117.388,1091.419105,518.1922954,214.7027184,68.83333896,286.5535566,13.16478823,27.41228102,13.69757897,-1.62886845,12.64610637,-0.649997159,11.70652519,-0.311115013,-13.20564283,-1.282043721,82.34285714,244.2857143,325.5142857,1507.942,39,91.71428571,91,90.25714286,91.97142857,0.285714286,0,0,0.028571429,92,91,90.25714286,92,365.2571429,364.9428571,0.314285714,0.000861057,0.00310559,0,0,0.000310559,1434.142857,2.326839423,203.8,1.700571429,0.002759109,210.8285714,277.5,298.2,45.5,57.5,NA,NA,NA,NA,85,85,21.27326398,115.2285714,195.8571429,263.1142857,1.114285714,352.1357143,360.2,346.3142857,351.0142857,0.114285714,2.166666667,#NAME?,Inf,2.5,1.086340214,0.6244998,USGS,"CANNONBALL RIVER AT REGENT, ND",46.42667116,-102.5518303,1501,ND,Ref,16.1,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",0.2,0,0,0,3.73,0.18,69.97,0.32,0,0.34,824.1199,1.874818,0.16,2.01,28.37,46.23,25.4,43,Northwestern Great Plains,12.9387
6352000,404.8905714,175.2122857,79.77085714,27.56428571,120.4051429,1096.678765,520.3957489,217.7047013,70.48703398,284.8248811,13.2313695,27.40996368,13.76833276,-1.435164831,12.65509001,-0.633533701,11.66825482,-0.311220316,-13.04775535,-1.331532771,80.68571429,241.2571429,323.9142857,1437.7447,38,92,91,85.88571429,92,0,0,4.371428571,0,92,91,90.25714286,92,365.2571429,360.8857143,4.371428571,0.011976517,0,0,0.048571429,0,1220.48,2.076861466,209.0571429,1.177714286,0.002004088,222.1714286,91.33333333,116.3333333,NA,NA,NA,NA,30.33333333,55.33333333,NA,NA,22.21553076,122.1428571,195.2857143,255.1714286,1.085714286,347.4285714,353.1428571,341.7142857,347.4285714,0.085714286,51,#NAME?,Inf,51,0.599550964,NA,USGS,"CEDAR CREEK NR HAYNES, ND",46.15528136,-102.4757133,1441.8,ND,Ref,14.9,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",0.2,0.03,0,0,3.5,0.1,72,0.31,0,0.3,847.1941,1.700354,0.16,2.36,26.64,45.12,28.24,43,Northwestern Great Plains,12.93263
6353000,420.4102857,185.3457143,78.59828571,27.976,127.0254286,1103.137277,522.8959695,218.9042385,68.55647901,289.3978757,13.3613259,27.65255711,13.97517431,-1.601146149,12.87859183,-0.4497823,12.08075278,-0.072202185,-13.20532997,-1.099766911,80.51428571,242.2,321.5714286,4549.825,38,84.05714286,77.2,82.02857143,91.82857143,7.942857143,13.8,8.228571429,0.171428571,92,91,90.25714286,92,365.2571429,335.1142857,30.14285714,0.082515586,0.086335404,0.151648352,0.091215768,0.001863354,2252.025714,1.210980888,209.4285714,1.98,0.001064705,222.3142857,104.1333333,225.7734448,55,69.96944722,5.333333333,27.56463078,21.28571429,41.46428571,1,2,18.7498951,143.8285714,199.5142857,263.2571429,1.714285714,265.9414286,316.5714286,233.9142857,254.8857143,1.228571429,31.46777778,#NAME?,Inf,30.53333333,1.229147885,0.782074761,USGS,"CEDAR CREEK NR RALEIGH, ND",46.09166988,-101.333742,4526.5,ND,Ref,15.3,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",0.6,0,0,0,3.01,0.15,54.16,0.25,0,0.24,777.9193,2.179919,0.16,2.53,26.18,44.71,29.12,43,Northwestern Great Plains,12.71875
6354000,425.2197143,188.3028571,79.70742857,28.58085714,127.0062857,1094.596416,519.6135162,216.3533454,66.30456552,289.0509762,13.22145697,27.59422083,13.84246102,-1.914549255,12.81675349,-0.515379913,12.13461769,-0.14058603,-13.45939549,-1.100333267,82.37142857,243.4285714,322.5142857,10659.59,38,90.34285714,90.4,88.62857143,92,1.657142857,0.6,1.628571429,0,92,91,90.25714286,92,365.2571429,361.3714286,3.885714286,0.010641301,0.018012422,0.006593407,0.018095238,0,5726.171429,1.314263606,204.5142857,6.724285714,0.00154335,241.8571429,207.3333333,227.2443086,61,72.56060606,1,6.178571429,49.66666667,58.66666667,NA,NA,21.77046061,136.3714286,199.8285714,270.4,1.285714286,326.4309524,348.0571429,311.8857143,321.0571429,0.285714286,14.47222222,#NAME?,Inf,13.75,1.00587264,1.062925419,USGS,"CANNONBALL RIVER AT BREIEN, ND",46.3761111,-100.9344444,10598.2,ND,Ref,15.7,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",1.7,0.17,0,0,2.98,0.26,51.47,0.29,0,0.25,746.5053,2.441353,0.16,2.54,25.94,44.45,29.61,43,Northwestern Great Plains,12.66911
6354882,446.8077143,198.6605714,81.14485714,31.48742857,134.6334286,1098.540069,519.2353747,217.4854869,63.33695118,295.1282159,13.28459807,27.86671483,14.0481514,-2.427725135,13.07766454,-0.389576664,12.85788337,0.026009845,-14.20997622,-0.765694816,80.14285714,242.7142857,319.2,922.9645,32,66.46875,48.84375,71.84375,89.46875,25.53125,41.21875,18.40625,2.53125,92,90.0625,90.25,92,364.3125,276.625,87.6875,0.24121147,0.277513587,0.459202171,0.204044567,0.027513587,1321.2625,3.502375843,200.5,0.0578125,0.000153248,239.125,77.44444444,192.2847455,37.15789474,67.07946702,4.909090909,34.61365876,12.54545455,41.0954792,34.57142857,41.44897959,28.36465848,148.9375,193.5,249.40625,2.125,192.8427083,259.1875,147.625,180.890625,2.3125,39.2617284,#NAME?,Inf,36.64814815,1.320959858,0.781239016,USGS,"OAK CR NEAR WAKPALA,SD",45.7119422,-100.5593015,917.9,SD,Non-ref,15.5,sedimentary,sedimentary,"Thin ice-laid deposits, like ts but thin and discontinuous. Extensive exposure of underlying Cretaceous- and Tertiary-age formations",0.4,0,0,0,2.82,0.41,37.22,0.32,0,0.26,625.4698,1.874293,0.15,3,27.34,46.38,26.28,43,Northwestern Great Plains,12.4909
6355500,402.3594286,171.1765714,77.46171429,28.48857143,123.7045714,1114.22595,526.6733629,222.3781089,74.34343265,287.4229627,13.63821494,27.75400821,14.10898433,-0.800117622,12.96760418,-0.424334144,11.97432755,-0.341188191,-12.74383433,-1.079097608,79.45714286,240.0857143,320.8285714,3119.88,39,74.54285714,61.17142857,78.82857143,90.37142857,17.45714286,29.82857143,11.42857143,1.628571429,92,91,90.25714286,92,365.2571429,304.9142857,60.34285714,0.165202699,0.189751553,0.327786499,0.126541078,0.017701863,1012.571429,0.794047377,197.7428571,0.994571429,0.000779932,221.4857143,84.9047619,201.9516932,47.82352941,70.18352321,2.625,36.49670304,15.33333333,42.34477124,26.33333333,30.58333333,12.69325443,124.7142857,194.2285714,262,1.828571429,232.6595238,284.6285714,194.4285714,222.7714286,1.6,39.03333333,#NAME?,Inf,33.5,1.257219604,0.829838091,USGS,"NORTH FORK GRAND R NEAR WHITE BUTTE,SD",45.80222,-102.3623795,3115.9,SD,Non-ref,14.4,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",0.3,0.08,0,0,3.34,0.37,40.36,0.54,0,0.35,866.4188,2.590373,0.16,2.4,25.09,45.28,29.63,43,Northwestern Great Plains,12.66104
6356500,400.5885714,169.8205714,74.87714286,25.93057143,128.8845714,1161.901935,544.9240333,234.0396584,83.42822358,295.8748824,14.11327476,28.13328066,14.54393095,-0.036088208,13.2974762,-0.130957021,12.19651165,-0.148082698,-12.26804667,-0.7933747,81.34285714,240.3714286,318.7428571,3395.4694,31,92,91,87.85185185,92,0,0,2.407407407,0,92,91,90.25925926,92,365.2592593,362.8518519,2.407407407,0.006593419,0,0,0.026712793,0,1697.111111,1.222838469,202.6296296,3.498148148,0.00252056,135.037037,115.5,123.125,NA,NA,NA,NA,54.5,62.125,NA,NA,14.87125347,107.4814815,206.962963,288.037037,1.148148148,337,345.8888889,328.1111111,337,0.148148148,16.25,#NAME?,Inf,16.25,0.490009716,NA,USGS,"SOUTH FORK GRAND R NEAR CASH,SD",45.6486883,-102.6433259,3376.7,SD,Non-ref,14.2,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",0.3,0.05,0,0,0.99,0.75,12.94,0.33,0,0.15,893.8754,3.692196,0.15,2.96,20.33,41.38,38.29,43,Northwestern Great Plains,12.21424
6357800,418.5742857,180.3057143,77.85257143,28.86914286,130.5325714,1130.871864,533.5089037,226.239437,73.79845158,293.7788656,13.92423527,28.12556415,14.50287303,-0.788513794,13.32327108,-0.165046202,12.44129961,0.020587077,-12.88673827,-0.738426333,80.45714286,240.8,319.9714286,13821.0684,39,92,91,87.82857143,92,0,0,2.428571429,0,92,91,90.25714286,92,365.2571429,362.8285714,2.428571429,0.00665084,0,0,0.026938776,0,6356.828571,1.12527202,210.2285714,21.10657143,0.00373624,137.5142857,96.25,106.375,NA,NA,NA,NA,35.25,45.375,NA,NA,19.22473845,115.0285714,201.4,287.6,1.114285714,343.1714286,351.9428571,334.4,343.1714286,0.114285714,21.25,#NAME?,Inf,21.25,0.63275248,NA,USGS,"GRAND R AT LITTLE EAGLE,SD",45.65777405,-100.8181933,13754.7,SD,Non-ref,14.8,sedimentary,sedimentary,"Shaley or sandy ground; on mixed sandstone and shale formations; where shaley, contains considerable swelling clay",0.3,0.02,0,0,1.74,0.49,23.7,0.64,0,0.23,786.5196,3.00463,0.15,2.77,23.46,43.1,33.44,43,Northwestern Great Plains,12.49026
