site,p_mm_wy,p_mm_jja,p_mm_son,p_mm_djf,p_mm_mam,pet_mm_wy,pet_mm_jja,pet_mm_son,pet_mm_djf,pet_mm_mam,T_max_c_wy,T_max_c_jja,T_max_c_son,T_max_c_djf,T_max_c_mam,T_min_c_wy,T_min_c_jja,T_min_c_son,T_min_c_djf,T_min_c_mam,pcumdist10days,pcumdist50days,pcumdist90days,jjaflow,sonflow,djfflow,mamflow,jjanoflow,sonnoflow,djfnoflow,mamnoflow,jjacount,soncount,djfcount,mamcount,totaldataperwyear,totalflowperwyear,totalnoflowperwyear,annualfractionnoflow,jjafractionnoflow,sonfractionnoflow,djffractionnoflow,mamfractionnoflow,peakflow,peakflowmmd,peakdatewy,lowflow,lowflowmmd,lowdatewy,zeroflowfirst,zeroflowcentroiddate,zeroflowfirstjja,zeroflowcentroiddatejja,zeroflowfirstson,zeroflowcentroiddateson,zeroflowfirstdjf,zeroflowcentroiddatedjf,zeroflowfirstmam,zeroflowcentroiddatemam,area_norm_yield_mm,cumdist10days,cumdist50days,cumdist90days,totalflowperiods,meanlengthflow,maxlengthflow,minlengthflow,medianlengthflow,totalnoflowperiods,meanlengthnoflow,maxlengthnoflow,minlengthnoflow,medianlengthnoflow,cvlengthflow,cvlengthnoflow,station_nm,dec_lat_va,dec_long_va,DRAIN_SQKM,STATE,CLASS,SNOW_PCT_PRECIP,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_SITE,GEOL_HUNT_DOM_DESC,FRESHW_WITHDRAWAL,PCT_IRRIG_AG,POWER_NUM_PTS,POWER_SUM_MW,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,IMPNLCD06,ELEV_MEAN_M_BASIN,SLOPE_PCT,AWCAVE,PERMAVE,CLAYAVE,SILTAVE,SANDAVE,ECO3_SITE,ECO3
4087240,5.841596858,3.614049063,2.898546095,2.340257938,3.453823114,12.13964588,10.16994763,4.706923684,6.11266526,11.22938489,13.85033806,21.2804178,12.81587971,-0.248004898,8.18516403,3.344217937,14.65680659,4.625236014,-3.776403401,1.679883075,2.082051832,8.826006146,13.21012061,77.58516058,134.4217842,203.5387643,Inf,0.169030851,0.169030851,NA,NA,Inf,Inf,203.5387643,Inf,823.6909031,274.9810142,0.233601309,0.233680499,0.169030851,0.169030851,NA,NA,1.715704524,1.715704524,3.406168768,1.227867505,1.227867505,1.618744105,6.507431972,6.655122646,NA,NA,NA,NA,NA,NA,NA,NA,2.914079936,2.022322099,6.443237826,6.614955029,2.906932778,6.891044309,25.50483604,4.47899767,5.21349367,0.229494693,1.272792206,NA,NA,1.272792206,2.046209798,NA,"ROOT RIVER AT RACINE, WI",42.75138889,-87.8236111,491.4,WI,Non-ref,20.2,sedimentary,sedimentary,"Ice-laid deposits, like tg but mostly sand and silt",305.5,1.57,0,0,30.18,9.51,52.11,0.47,0,10.17,228.5108,1.218583,0.16,0.88,34.12,53.91,11.97,54,Central Corn Belt Plains
4093000,6.308929633,3.367857162,2.596979635,2.691829124,3.746656317,11.27656713,10.31110193,4.834513153,5.493208603,10.24887761,18.64136501,20.43557785,10.60527908,4.334739094,9.849386505,3.944393672,11.37276729,2.84653403,-3.047939617,1.000968175,2.535000973,7.271152895,17.55981952,129.9744793,Inf,203.5387643,Inf,0.242640596,NA,NA,NA,Inf,Inf,203.5387643,Inf,823.6909031,411.6521574,0.242640596,0.242640596,0.242640596,NA,NA,NA,2.208981319,2.208981319,1.960019549,1.542113554,1.542113554,1.734925092,33.23401872,33.34280437,6.799103665,6.907889324,NA,NA,NA,NA,NA,NA,3.234221665,2.3243561,4.237065482,7.149318921,4.488851028,8.173948799,25.1154547,4.795651032,8.173948799,0.242640596,Inf,NA,NA,Inf,13.43502884,NA,"DEEP RIVER AT LAKE GEORGE OUTLET AT HOBART, IN",41.53614807,-87.25697989,320.8,IN,Non-ref,18,sedimentary,sedimentary,"Ice-laid deposits, like tg but mostly sand and silt",1898.5,1.62,0,0,37.99,9.27,32.15,0.91,0,14.06,207.4629,0.8750857,0.15,1.24,30.82,50.24,18.94,54,Central Corn Belt Plains
4185440,8.388311329,3.741942951,2.846748863,3.105023093,4.008560537,14.02290142,13.0427564,4.937331061,6.172595685,11.79709827,15.83684272,22.90966134,14.45008548,0.744355612,9.524964492,4.790687655,17.23533483,5.978691274,-3.45517718,2.494573402,2.412784026,7.579186601,14.03250119,5.83805151,6.486416535,204.6677621,Inf,0.523547767,0.62158046,NA,NA,Inf,9.397246361,204.6677621,Inf,38.82757823,17.61567201,0.720354529,0.72170877,0.523547767,0.62158046,NA,NA,2.184994279,2.184994279,1.711304032,0.608589138,0.608589138,1.574969512,1.199198297,2.126624956,2.69678262,6.075514278,0.865750673,1.99071733,NA,NA,NA,NA,3.513836957,1.924762128,3.504994693,5.226631059,1.177480596,1.790373118,9.963924198,1.087415331,1.392601617,0.721582488,0.979601652,NA,NA,0.8747478,4.058354887,3.964106738,Unnamed Tributary to Lost Creek near Farmer OH,41.3617172,-84.6910667,11,OH,Ref,20,sedimentary,sedimentary,"Ice-laid deposits, like tg but mostly sand and silt",8.3,0,0,0,4.55,7.91,85.73,0.33,0,0.28,248.4248,0.6950226,0.14,0.83,33.41,51.49,15.1,55,Eastern Corn Belt Plains
4199155,6.642471159,3.485562926,3.015130598,3.717851592,3.883373565,14.97452501,14.20551006,5.095883839,5.966934417,11.16257837,16.94236751,24.67913229,16.54436837,1.10517251,10.43707693,6.260424348,18.55292173,7.942777913,-3.044734028,2.993918445,3.139432854,7.981446748,19.08728867,3.962905424,4.529121557,196.2546451,Inf,0.785208237,0.717568483,NA,NA,Inf,11.48780107,196.2546451,Inf,48.11813692,12.66821571,1.145763291,1.135492099,0.785208237,0.721715028,NA,NA,2.53906268,2.53906268,2.31354102,0.373740505,0.373740505,1.86292431,1.252751079,3.33950476,2.688282945,5.163022831,0.668153105,1.402762968,NA,NA,NA,NA,2.648189968,2.798294507,4.817444586,5.988122947,1.431625623,1.328100847,8.285954026,0.678785925,0.861775233,1.074655885,0.729115419,NA,NA,0.627345748,3.708239888,2.560627296,Old Woman Creek at Berlin Rd near Huron OH,41.34838289,-82.51378249,60.4,OH,Ref,19,sedimentary,sedimentary,Lake deposits,17.5,0.52,0,0,7.83,17.6,74.26,0.16,0,1.46,233.7805,1.630428,0.14,1.85,27.15,49.92,22.93,83,Eastern Great Lakes and Hudson Lowlands
4229500,6.776289272,3.77011859,3.618457524,4.266953959,3.889658227,15.65939389,13.39050609,5.161041973,6.30861026,12.36451482,15.1765792,24.42850413,15.45423476,0.266010003,9.052392131,4.104000982,18.3986724,6.42642942,-4.116101778,1.038169844,3.032545798,8.775203053,18.63528634,271.9706392,Inf,203.5387643,Inf,0.169030851,NA,NA,NA,Inf,Inf,203.5387643,Inf,823.6909031,625.2320507,0.169030851,0.169030851,0.169030851,NA,NA,NA,2.196422702,2.196422702,3.393869006,1.053052595,1.053052595,1.708827413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.946146265,2.579137151,7.181072792,7.36091181,3.127070742,8.677167944,42.76445817,5.779471485,6.59922351,0.169030851,NA,NA,NA,NA,NA,NA,HONEOYE CREEK AT HONEOYE FALLS NY,42.9572222,-77.58888889,502.5,NY,Non-ref,24.2,sedimentary,sedimentary,"Till, or ground moraine",8.5,0.1,0,0,4.92,46.23,34.8,3.75,0,0.49,378.8178,8.435886,0.15,1.26,22.77,56.72,20.51,83,Eastern Great Lakes and Hudson Lowlands
5050000,4.891455899,4.141367665,2.257481335,1.955798787,3.503194812,11.67107325,11.0801248,4.464484986,4.475379099,8.605652288,9.073884699,19.83040681,8.568674409,-1.649390635,5.731176613,0.256151021,13.79507914,1.009926074,-4.802763078,0.071622441,1.307841611,10.51064273,17.67426026,5.674860902,3.440189657,2.489878318,32.89148767,0.355849364,0.412484062,0.51919976,0.33015295,Inf,Inf,203.5387643,Inf,823.6909031,5.634160516,0.53448359,0.534489933,0.355849364,0.412484062,0.519273951,0.33015295,0.850672427,0.850672427,3.106708935,0.379321213,0.379321213,1.573503614,0.81751136,1.971461078,1.64697241,4.542719525,0.921738581,2.767304294,1.085793428,4.716180348,Inf,2.673398366,1.098739559,1.629829255,4.00560465,6.767831539,1.030776406,2.0185626,3.371665059,1.496514929,1.834784258,0.533941165,1.581804242,NA,NA,1.298114471,2.24204416,1.702839266,"BOIS DE SIOUX RIVER NEAR WHITE ROCK, SD",45.86246018,-96.573958,3127.1,MN,Non-ref,16.7,sedimentary,sedimentary,Lake deposits,2.2,0.53,0,0,4.87,0.88,82.51,5.01,0,0.46,331.6728,0.4088351,0.17,1.05,29.09,48.6,22.31,48,Lake Agassiz Plain
5053000,4.811496628,3.543769211,2.085100354,2.112459097,3.278889657,12.06745538,11.85437351,4.554747013,4.193368929,8.635680429,8.915683772,19.32839076,8.634827523,-1.694565,5.643618828,-0.049482962,13.08285633,0.717548426,-4.85762446,-0.119383963,1.411674857,10.79610004,17.10069991,8.810821573,2.463500399,2.311209397,13.94223169,0.317507084,0.561267824,0.485014631,0.350664216,Inf,Inf,203.5387643,Inf,823.6909031,4.591173775,0.533202252,0.533168859,0.317507084,0.561267824,0.484725349,0.350664216,1.023418506,1.023418506,4.716747957,0.514605035,0.514605035,1.200661244,0.411132362,1.438020932,1.210697041,1.742279867,0.621154963,2.80154776,0.608780778,3.358032306,Inf,1.279416363,0.922229171,2.424925489,5.842465762,7.502182698,1.562437466,2.346554468,3.629324164,1.743423106,2.1194301,0.604822224,1.009141279,NA,NA,0.862897214,3.220040783,1.465422475,"WILD RICE RIVER NR ABERCROMBIE, ND",46.4705168,-96.7823018,5414.6,ND,Non-ref,15.8,sedimentary,sedimentary,"Ice-laid deposits, like tg but mostly sand and silt",2.6,1.32,1,1.5,4.31,1.19,75.36,3.71,0,0.4,358.2909,0.5201679,0.15,3.07,24.91,41.1,33.99,48,Lake Agassiz Plain
5054500,4.181307324,3.066849851,1.744874628,1.911288707,2.662502151,10.72198733,10.78071482,4.695762413,3.880551923,7.889493868,8.10803549,17.56004317,7.063142336,-1.962105943,4.948595675,-1.130649377,12.7060917,-0.206007625,-5.022520078,-0.903834465,1.256180183,11.03099484,13.15263845,181.2574158,Inf,3.53877272,24.56591246,0.169030851,NA,0.527321671,0.458522251,Inf,Inf,203.5387643,Inf,823.6909031,14.10070829,0.539952517,0.54008209,0.169030851,NA,0.527817303,0.458522251,0.777161167,0.777161167,3.687123686,0.476579965,0.476579965,1.655412178,4.747662595,7.361915674,NA,NA,NA,NA,1.965407922,3.900390058,Inf,2.939873661,1.151355469,2.086940714,7.413923559,8.477292719,2.15122704,2.84464,4.280264022,2.027055339,2.852672519,0.614636297,1.327625673,NA,NA,1.327625673,3.036553592,0.920315694,"SHEYENNE RIVER ABOVE HARVEY, ND",47.7027775,-99.9490145,1170.6,ND,Non-ref,17.6,sedimentary,sedimentary,"Ice-laid deposits, like tg but mostly sand and silt",0.1,0,0,0,3.99,0.08,46.44,6.31,0,0.32,560.5416,1.543444,0.16,1.78,22.12,48.86,29.02,46,Northern Glaciated Plains
5057000,4.589120057,3.327693592,1.801000686,2.239685319,2.835706752,11.0606543,10.6924595,4.713125367,4.104786508,8.007846621,7.902560449,17.91887259,6.975534027,-2.254209953,4.840661176,-1.339318494,12.24254186,-0.311770169,-5.287076396,-0.927985998,1.255851872,11.39942784,15.17752874,67.86588665,386.1625087,127.6289535,Inf,0.169030851,0.242640596,0.169030851,NA,Inf,Inf,203.5387643,Inf,823.6909031,207.1008568,0.225588319,0.225588319,0.169030851,0.242640596,0.169030851,NA,1.169493024,1.169493024,5.284027736,1.195106292,1.195106292,1.381107212,0.929340341,1.261435233,NA,NA,2.514157444,2.514157444,NA,NA,NA,NA,1.38892694,2.017128351,7.267016451,8.814585776,1.366890033,5.893171758,20.47498451,4.514037504,5.216666578,0.200032688,3.535533906,NA,NA,1.414213562,1.629083458,NA,"SHEYENNE RIVER NR COOPERSTOWN, ND",47.43277097,-98.0275954,7582.5,ND,Ref,17.4,sedimentary,sedimentary,"Ice-laid deposits, like tg but mostly sand and silt",0.7,0.13,0,0,3.99,0.41,66.54,5.43,0,0.31,481.8836,1.324867,0.15,2.94,19.1,46.78,34.13,46,Northern Glaciated Plains
5057200,4.528248762,3.054784643,1.836246646,1.979814358,2.534356905,11.3401047,10.84760109,4.572117803,4.213803856,8.151403809,8.047318018,18.42729193,7.320097191,-2.198740794,5.005366814,-1.064315075,12.17308235,-0.102250683,-5.225864001,-0.753891576,1.279521702,9.720220264,16.32768785,27.78796751,538.1942294,5.792943832,181.2574158,0.270124488,0.169030851,0.278175685,0.169030851,Inf,Inf,203.5387643,Inf,823.6909031,21.59732197,0.308179924,0.308160705,0.270124488,0.169030851,0.278175685,0.169030851,0.94185271,0.94185271,5.5028417,0.903340357,0.903340357,1.877423023,1.422765864,1.835177983,4.592223283,8.276193315,NA,NA,1.913979254,9.383497783,NA,NA,0.86911228,2.248951578,6.181058983,7.377114753,2.053378888,3.977493865,7.611622483,2.71338092,3.550119703,0.382023979,1.424371871,NA,NA,1.424371871,3.091796698,2.104734816,"BALDHILL CREEK NR DAZEY, ND",47.2291562,-98.1248189,1897.3,ND,Ref,17.2,sedimentary,sedimentary,"Ice-laid deposits, like tg but mostly sand and silt",1.3,0.67,0,0,4.32,0.35,77.83,3.64,0,0.31,452.6733,0.480447,0.15,2.99,21.64,44.64,33.72,46,Northern Glaciated Plains
5060500,5.266500911,3.568515874,2.061043238,2.439798707,3.392662714,11.62576971,11.34952563,4.533436564,4.491309461,8.34488746,8.558646958,19.41765593,7.959825746,-2.067592482,5.422761199,-0.57730572,12.34708826,0.373687137,-5.075148767,-0.400869784,1.414952317,9.595441082,15.13139221,3.380757921,1.591634473,1.320475709,8.794005776,0.646634053,0.723139863,0.84554648,0.676461983,Inf,Inf,203.5387643,Inf,823.6909031,2.821073956,0.855369652,0.855377412,0.646634053,0.723139863,0.845410853,0.676461983,1.236202428,1.236202428,4.402166859,0.522491888,0.522491888,1.505656314,0.739915232,2.030529221,1.730772846,3.843767507,0.408794496,2.026540525,0.652100501,4.479761086,4.008918629,2.085325376,1.052047946,3.609170321,5.900862337,6.468173914,1.690278924,1.48932329,2.243807939,0.99730198,1.280037509,1.064396712,1.270180489,NA,NA,1.171049095,1.687606203,2.530847439,"RUSH RIVER AT AMENIA, ND",47.0166413,-97.214254,251.2,ND,Non-ref,15.4,sedimentary,sedimentary,Lake deposits,4.7,0.99,0,0,4.2,1.31,90.14,0.35,0,0.24,331.9995,0.4484269,0.17,2.85,20.12,48.28,31.59,48,Lake Agassiz Plain
5061500,4.712792271,3.921032796,2.222630395,2.244461349,3.044635779,11.8831011,11.44434131,4.470142668,4.888742005,8.61486981,8.804151628,19.67504264,8.276696633,-2.141354329,5.572542697,-0.376234962,13.10926187,0.625088255,-5.061324999,-0.297808252,1.344020944,11.89322898,18.95673749,6.514710142,17.74907932,11.42407539,Inf,0.301120131,0.255290605,0.179605302,NA,Inf,Inf,202.9170683,Inf,821.1686792,16.32073959,0.307416318,0.307583408,0.301120131,0.255290605,0.179605302,NA,1.130283974,1.130283974,5.154245109,0.794202605,0.794202605,2.052599917,1.916375084,6.553811419,2.406265502,6.504456738,Inf,4.949747468,NA,NA,NA,NA,1.393304128,1.625269638,7.165310013,7.522736562,1.992226625,4.689822307,8.129390064,3.155977546,4.601208262,0.276698142,26.52099516,NA,NA,20.33627553,10.74321108,NA,"SOUTH BRANCH BUFFALO RIVER AT SABIN, MN",46.7755175,-96.6281318,1232.7,MN,Non-ref,16.1,gneiss,gneiss,Lake deposits,6.1,1.79,0,0,4.92,6.6,76.22,2.79,0,0.62,340.5614,0.9806174,0.15,4.14,20.56,39.85,39.6,48,Lake Agassiz Plain
5066500,5.012611061,3.58930695,2.012525689,2.604592197,2.933092516,10.98126386,10.5624739,4.608744275,4.220966403,7.841514484,7.995619559,18.66934039,7.218977212,-2.348877864,5.004431547,-1.060019731,11.95197573,-0.024754163,-5.298549924,-0.745022752,1.224972564,9.956748881,16.73083915,23.85592222,5.204616604,9.642129837,Inf,0.224350366,0.344999695,0.297871253,NA,Inf,Inf,203.5387643,Inf,823.6909031,13.70265906,0.354712313,0.354722116,0.224350366,0.344999695,0.298112946,NA,1.295016359,1.295016359,4.498933676,0.817642552,0.817642552,1.516417066,0.96181945,1.991399609,8.322102886,17.21165865,0.600156274,1.343311147,0.830065347,1.296252299,NA,NA,1.288738704,3.041042367,5.96529514,7.171294633,1.926548805,3.447615872,8.927148801,2.219806241,2.804295508,0.413229874,1.540926984,NA,NA,1.470608369,7.338353432,1.964987879,"GOOSE RIVER AT HILLSBORO, ND",47.40942385,-97.0611974,3217.6,ND,Non-ref,17.3,sedimentary,sedimentary,"Ice-laid deposits, like tg but mostly sand and silt",1.5,1.16,2,13.3,4.62,1.25,82.91,1.5,0,0.36,372.2353,0.4900223,0.16,2.07,23.29,48.36,28.35,48,Lake Agassiz Plain
5076000,4.734110747,4.180725524,2.383839853,2.579057024,3.127860028,10.94838113,9.465801672,4.534880394,5.537474214,8.693646587,7.890249527,18.04884393,6.607463081,-2.922343263,5.055213777,-1.738519635,11.38284495,-0.236483929,-5.496027746,-1.210981901,1.428127788,13.42402706,19.5590536,13.00389069,4.811568535,2.926203575,13.24688578,0.245676111,0.265850649,0.472103178,0.428447131,Inf,Inf,201.5687213,Inf,815.6669762,7.232150807,0.461078583,0.460984086,0.245676111,0.265850649,0.471853579,0.428447131,2.042816408,2.042816408,5.290835502,0.562376727,0.562376727,1.764323913,1.250069025,2.043014983,2.121320344,7.51566486,0.6928368,1.474623313,1.20209123,2.633299072,Inf,1.828000043,1.419571024,1.559197081,7.124717134,8.832711766,1.899165901,2.663688153,4.301657567,1.965691992,2.46727546,0.533710172,1.504044074,NA,NA,1.482955027,1.718613323,2.316752062,"THIEF RIVER NEAR THIEF RIVER FALLS, MN",48.1855249,-96.1700335,2490.9,MN,Non-ref,17.1,gneiss,gneiss,Lake deposits,0.8,0.12,0,0,2.74,6.24,43.81,1.84,0,0.3,358.5563,0.01145411,0.19,3.44,19.53,38.45,42.03,48,Lake Agassiz Plain
5078230,4.977669497,3.678770485,2.368659502,2.693889387,3.846902279,10.68581428,9.6230873,4.451695381,5.674649552,8.676723749,8.242259529,18.59151483,6.968256034,-2.780597683,5.322632527,-1.445730555,11.81059118,-0.016881821,-5.429195853,-1.070864906,1.3369625,11.41161919,18.860462,268.0522886,16.94516665,201.5687213,Inf,0.171498585,0.171498585,NA,NA,Inf,Inf,201.5687213,Inf,815.6669762,67.64564043,0.182539987,0.182539987,0.171498585,0.171498585,NA,NA,1.587634918,1.587634918,3.709054533,1.000757104,1.000757104,2.088529437,0.711353669,0.711164783,NA,NA,NA,NA,NA,NA,NA,NA,1.835736355,1.576899035,7.714718383,7.326885888,Inf,65.61997984,65.61997984,65.61997984,65.61997984,0.246296092,0.752726574,NA,NA,0.752726574,NA,NA,"LOST RIVER AT OKLEE, MN",47.84301627,-95.8586369,611.1,MN,Non-ref,18.6,gneiss,gneiss,Lake deposits,5.2,3.05,0,0,4.47,21.78,54.61,1.84,0,0.57,384.2239,0.7210405,0.18,2.97,21.06,40.88,38.06,48,Lake Agassiz Plain
5085000,4.512572614,3.467032399,1.944093388,2.902691183,2.367840781,10.30503071,9.781091859,4.651874249,4.040891256,7.550760277,7.397071084,17.70430649,6.491185668,-2.741491184,4.547809649,-1.371540705,11.80202148,-0.181301122,-5.526753032,-0.94604199,1.249714882,14.12454406,14.05089583,17.88418772,6.266860069,5.2438009,24.62329111,0.230654828,0.247483704,0.284866159,0.239360936,Inf,Inf,203.5387643,Inf,823.6909031,9.937679457,0.284463014,0.284463014,0.230654828,0.247483704,0.284866159,0.239360936,1.045281149,1.045281149,5.410495438,1.037696927,1.037696927,1.60835866,0.941634797,1.866335342,19.3747258,119.6098317,0.721687836,2.52104562,1.731467969,6.328318817,Inf,4.666904756,1.295373972,2.567151436,6.929316264,8.252026242,2.586987796,4.046350452,6.675695492,2.823527992,3.600429556,0.362317721,1.427115719,NA,NA,1.423494703,1.829138675,1.745169949,"FOREST RIVER AT MINTO, ND",48.286099,-97.3700763,1425.4,ND,Non-ref,18.5,sedimentary,sedimentary,Lake deposits,1.1,0.63,0,0,4.71,1.07,78.53,0.8,0,0.39,393.8574,0.5926664,0.16,1.96,24.23,48.99,26.79,48,Lake Agassiz Plain
5090000,4.513064825,3.222193042,1.911525861,2.932635906,2.379476366,10.56985424,9.943656282,4.683573946,4.147725565,7.469332109,7.186869796,17.27043146,6.245839609,-2.900119892,4.380482802,-1.582311409,11.61590843,-0.307773935,-5.639068528,-1.06704962,1.325320556,13.0098405,15.78271768,7.278438101,3.821759154,3.508329598,7.743526494,0.269571782,0.482449794,0.403781233,0.194759183,Inf,Inf,203.5387643,Inf,823.6909031,5.93729083,0.437372948,0.437272538,0.269571782,0.482449794,0.40353892,0.194759183,1.196937057,1.196937057,5.001542652,0.488729492,0.488729492,1.218444662,0.499645604,1.499656421,2.591448486,6.050018712,1.002672446,1.954697308,1.132420221,2.562385147,Inf,1.004835952,1.210119856,3.849064749,6.175503268,7.60243679,1.29978498,2.224689391,4.149015641,1.637200545,1.938534852,0.635841153,0.766717572,NA,NA,0.683764507,3.212695075,5.911438352,"PARK RIVER AT GRAFTON, ND",48.4247108,-97.412023,1741.7,ND,Non-ref,19,sedimentary,sedimentary,Lake deposits,0.7,0.09,0,0,5.05,3.52,78.86,0.26,0,0.52,390.3585,0.7121688,0.17,1.88,25.22,48.74,26.04,48,Lake Agassiz Plain
5104500,4.752478754,4.078142,2.318964111,2.889105438,2.791915022,10.85330096,9.494183695,4.558734752,5.96606948,8.511815931,7.745853787,17.7860499,6.364296742,-3.038032245,4.933948461,-2.01522714,11.28823033,-0.38650561,-5.620962666,-1.4343325,1.397702122,12.66917425,19.54411128,24.41912929,17.02533541,23.65373647,108.6868372,0.191072999,0.238495625,0.169030851,0.169030851,Inf,Inf,203.5387643,Inf,823.6909031,47.61563754,0.361376801,0.361363825,0.191072999,0.238495625,0.169030851,0.169030851,0.91955726,0.91955726,4.334630496,0.982628306,0.982628306,1.986950116,1.410523038,1.46632228,8.430888545,33.63807973,0.883883476,1.826692518,NA,NA,NA,NA,1.647731054,1.988702511,7.326760139,7.685462063,2.077849927,5.37533127,12.49111901,3.389639477,5.165799686,0.342405285,1.000123297,NA,NA,0.918387028,10.34573096,NA,"ROSEAU RIVER BELOW SOUTH FORK NEAR MALUNG, MN",48.79470197,-95.7424885,1120.1,MN,Non-ref,18.6,gneiss,granitic,"Marshes, swamps, peat deposits; only locally thicker than 12 feet",0.6,0,0,0,2.64,7.18,30.92,0.2,0,0.28,355.9565,0.09296077,0.17,6.91,14.67,26.95,58.38,48,Lake Agassiz Plain
5116500,4.463977092,3.260802352,2.015466821,1.724974929,2.580919112,10.73703726,9.624155987,4.788219555,3.882326159,7.402248101,8.032367356,17.01114035,6.387620052,-1.985934908,4.680942947,-1.751657321,11.65848011,-0.879574714,-5.257186728,-1.129008746,1.60582203,13.28340904,16.14439091,5.849683608,4.96924539,3.346386809,33.37193961,0.244131086,0.264566306,0.550790271,0.356134949,Inf,Inf,203.5387643,Inf,823.6909031,8.41101621,0.538615336,0.538578823,0.244131086,0.264566306,0.550648485,0.356134949,0.814710624,0.814710624,4.637534238,0.704527448,0.704527448,1.622255864,1.552624885,2.159739616,1.36640586,3.880592642,Inf,1.58515158,1.889876885,5.057364781,Inf,2.107338585,0.597966981,1.867579269,5.494709053,8.042175742,1.456668811,2.623788266,4.066928912,1.975051576,2.422060773,0.539395649,1.068062839,NA,NA,1.072300973,1.689530817,1.562352182,"DES LACS RIVER AT FOXHOLM, ND",48.37056947,-101.5701633,2396.8,ND,Non-ref,18.4,sedimentary,sedimentary,"Ice-laid deposits, like tg but mostly sand and silt",1,0.12,0,0,4.91,0.58,65.87,2.34,0,0.5,616.1849,1.284061,0.17,1,26.73,46.9,26.37,46,Northern Glaciated Plains
5120500,4.045355439,3.19342797,1.658092548,1.879187359,2.706653176,10.53324411,10.24227421,4.739438075,3.87845877,7.591828219,8.184264999,17.67202871,7.019937369,-1.865458224,4.969071981,-1.159100035,12.5672672,-0.322530663,-5.00565042,-0.848778768,1.321734487,9.471596676,14.35635704,15.96871942,9.015114636,3.958308068,15.4234936,0.354860432,0.220375913,0.511043793,0.347751047,Inf,Inf,203.5387643,Inf,823.6909031,11.31803813,0.535812317,0.535732034,0.354860432,0.220375913,0.511043793,0.347751047,0.731799749,0.731799749,4.116011435,0.680937462,0.680937462,1.478329017,1.378136774,2.188093174,6.90291308,8.580098841,Inf,1.622186145,2.398344211,5.646752167,Inf,1.742387006,0.925060764,1.681079061,6.859690873,8.494910968,1.410406178,2.619239451,4.135862164,1.904173685,2.430425763,0.537288791,1.431624576,NA,NA,1.327881144,2.323603107,1.63905589,"WINTERING RIVER NR KARLSRUHE, ND",48.13833739,-100.5398623,1509.8,ND,Ref,17,sedimentary,sedimentary,"Ice-laid deposits, like tg but mostly sand and silt",3.9,0.46,0,0,4.53,0.53,67.38,4.25,0,0.3,509.5546,1.164682,0.15,3.07,22.81,41.09,36.1,46,Northern Glaciated Plains
5123400,4.307100307,3.014109451,1.823199156,2.418656747,2.633452345,11.12015502,10.04321741,4.751060459,4.202207711,7.728099198,7.327507636,16.58654319,6.039288611,-2.772571169,4.374633232,-2.487019026,10.98689256,-1.282866175,-5.839610601,-1.490835848,1.451689613,10.76315582,19.93635779,1.839464703,1.012866355,0.73295459,2.643512901,0.925743674,1.258950082,1.631717222,0.82656926,Inf,Inf,203.5387643,Inf,823.6909031,1.760993244,1.457740012,1.457797902,0.925743674,1.258950082,1.631924574,0.82656926,0.955560685,0.955560685,4.722867141,0.241422909,0.241422909,1.536074162,0.519718268,2.467646905,1.066268236,3.194861419,0.505683673,3.078687812,0.542383531,5.244507347,1.491488195,1.137500902,0.831120392,2.93235505,5.785157436,6.461103607,1.72588907,1.195403727,1.612746124,0.804314392,1.135002345,1.573855367,1.703526127,NA,NA,1.433718888,2.162774189,1.878816216,"WILLOW CREEK NR WILLOW CITY, ND",48.58777637,-100.441523,3206.1,ND,Ref,18.2,sedimentary,sedimentary,"Ice-laid deposits, like tg but mostly sand and silt",0.9,0.01,0,0,4.64,11.38,48.17,6.71,0,0.39,529.5173,1.190821,0.15,2.94,23.38,44.71,31.91,46,Northern Glaciated Plains
5127000,8.030019881,5.430593483,2.750180909,2.441769765,3.378718012,12.75047393,10.80452379,4.722294674,6.470084911,8.979878133,7.974707676,18.47308527,6.185230677,-3.105234058,4.870593278,-2.507750266,10.101264,-0.428726926,-5.961588619,-2.163943136,1.646641243,10.28447717,18.92328503,54.32839061,9.840099539,34.06151153,120.9077402,0.373741274,0.312384112,0.190623749,0.263415556,Inf,Inf,203.5387643,Inf,823.6909031,36.81229384,0.416510194,0.416773836,0.373741274,0.312384112,0.190623749,0.263415556,2.402556875,2.402556875,5.027923227,0.84219223,0.84219223,1.582650382,1.218329084,1.687097285,6.9026849,6.771308636,0.756734795,1.491530908,1.082757259,2.083653639,1.860349672,1.840291673,3.02670486,1.56763351,8.906193818,13.51080469,0.663828444,2.572777462,5.36281618,1.812458954,2.299212136,0.365491548,0.6616645,NA,NA,0.658812396,1.453881215,2.362671639,"KAWISHIWI RIVER NEAR WINTON, MN",47.9346207,-91.7640262,3424.1,MN,Non-ref,23.5,ultramafic,gneiss,"Ice-laid deposits, like tg but mostly sand and silt",26.4,0,1,4,1.42,49.54,0.03,9.7,0,0.06,500.5386,2.251259,0.16,5.65,8.66,35.26,56.07,50,Northern Lakes and Forests
